order_id,date,time
92,1/2/2015,15:17:02
93,1/2/2015,15:29:31
94,1/2/2015,16:17:16
95,1/2/2015,16:18:04
96,1/2/2015,16:21:20
97,1/2/2015,16:45:33
98,1/2/2015,17:18:18
99,1/2/2015,17:45:42
100,1/2/2015,17:46:17
101,1/2/2015,17:51:33
102,1/2/2015,17:54:04
103,1/2/2015,18:02:09
104,1/2/2015,18:02:12
105,1/2/2015,18:12:01
106,1/2/2015,18:12:13
107,1/2/2015,18:25:09
108,1/2/2015,18:25:25
109,1/2/2015,18:27:50
110,1/2/2015,18:36:19
111,1/2/2015,18:38:01
112,1/2/2015,18:41:40
113,1/2/2015,18:50:21
114,1/2/2015,18:59:32
115,1/2/2015,19:05:17
116,1/2/2015,19:18:49
117,1/2/2015,19:23:02
118,1/2/2015,19:26:59
119,1/2/2015,19:32:29
120,1/2/2015,19:35:07
121,1/2/2015,19:38:48
122,1/2/2015,19:50:19
123,1/2/2015,20:12:09
124,1/2/2015,20:12:34
125,1/2/2015,20:31:06
126,1/2/2015,20:53:42
127,1/2/2015,20:58:23
128,1/2/2015,21:05:06
129,1/2/2015,21:13:02
130,1/2/2015,21:14:55
131,1/2/2015,21:33:10
132,1/2/2015,21:42:45
133,1/2/2015,22:00:17
134,1/2/2015,22:13:24
135,1/2/2015,22:29:34
136,1/2/2015,22:32:49
137,1/3/2015,11:34:10
138,1/3/2015,11:44:50
139,1/3/2015,11:57:39
140,1/3/2015,12:26:44
141,1/3/2015,13:16:01
142,1/3/2015,13:33:59
143,1/3/2015,13:41:36
144,1/3/2015,13:44:28
145,1/3/2015,13:53:48
146,1/3/2015,14:22:10
147,1/3/2015,14:32:51
148,1/3/2015,14:40:42
149,1/3/2015,14:48:45
150,1/3/2015,14:49:58
151,1/3/2015,15:09:34
152,1/3/2015,15:09:42
153,1/3/2015,15:16:34
154,1/3/2015,15:22:43
155,1/3/2015,15:28:59
156,1/3/2015,15:42:19
157,1/3/2015,15:43:03
158,1/3/2015,15:54:30
159,1/3/2015,15:59:22
160,1/3/2015,16:35:33
161,1/3/2015,16:43:46
162,1/3/2015,16:51:22
163,1/3/2015,16:54:54
164,1/3/2015,16:56:33
165,1/3/2015,16:57:37
166,1/3/2015,16:58:51
167,1/3/2015,17:00:49
168,1/3/2015,17:02:27
169,1/3/2015,17:15:48
170,1/3/2015,17:21:31
171,1/3/2015,17:23:03
172,1/3/2015,17:29:24
173,1/3/2015,17:35:30
174,1/3/2015,17:37:49
175,1/3/2015,17:50:51
176,1/3/2015,17:51:57
177,1/3/2015,17:54:36
178,1/3/2015,18:15:03
179,1/3/2015,18:20:14
180,1/3/2015,18:33:34
181,1/3/2015,18:49:32
182,1/3/2015,18:50:10
183,1/3/2015,18:54:55
184,1/3/2015,18:59:05
185,1/3/2015,19:08:33
186,1/3/2015,19:36:00
187,1/3/2015,19:37:12
188,1/3/2015,20:08:39
189,1/3/2015,20:12:14
190,1/3/2015,20:14:23
191,1/3/2015,20:24:50
192,1/3/2015,20:30:08
193,1/3/2015,20:55:47
194,1/3/2015,21:21:24
195,1/3/2015,21:25:20
196,1/3/2015,21:40:14
197,1/3/2015,21:47:48
198,1/3/2015,21:55:42
199,1/3/2015,22:10:38
200,1/3/2015,22:24:05
201,1/3/2015,22:29:59
202,1/3/2015,22:50:29
203,1/4/2015,11:30:48
204,1/4/2015,11:36:25
205,1/4/2015,11:43:54
206,1/4/2015,11:45:10
207,1/4/2015,12:03:58
208,1/4/2015,12:12:05
209,1/4/2015,12:29:17
210,1/4/2015,12:34:13
211,1/4/2015,12:54:20
212,1/4/2015,13:16:03
213,1/4/2015,13:20:39
214,1/4/2015,13:39:16
215,1/4/2015,13:44:49
216,1/4/2015,14:31:56
217,1/4/2015,14:35:03
218,1/4/2015,14:35:11
219,1/4/2015,14:42:01
220,1/4/2015,15:31:59
221,1/4/2015,15:33:18
222,1/4/2015,15:46:38
223,1/4/2015,16:08:20
224,1/4/2015,16:39:58
225,1/4/2015,16:41:48
226,1/4/2015,16:59:39
227,1/4/2015,17:24:39
228,1/4/2015,17:31:24
229,1/4/2015,17:37:57
230,1/4/2015,17:58:38
231,1/4/2015,18:04:18
232,1/4/2015,18:21:59
233,1/4/2015,18:26:51
234,1/4/2015,18:36:09
235,1/4/2015,18:51:30
236,1/4/2015,19:21:04
237,1/4/2015,19:27:48
238,1/4/2015,19:45:15
239,1/4/2015,19:57:52
240,1/4/2015,20:10:24
241,1/4/2015,20:11:25
242,1/4/2015,20:15:29
243,1/4/2015,20:26:17
244,1/4/2015,20:26:22
245,1/4/2015,20:28:41
246,1/4/2015,20:30:48
247,1/4/2015,20:55:29
248,1/4/2015,20:58:19
249,1/4/2015,21:06:16
250,1/4/2015,21:07:05
251,1/4/2015,21:10:05
252,1/4/2015,22:13:15
253,1/4/2015,22:16:18
254,1/4/2015,22:22:13
255,1/5/2015,11:23:35
256,1/5/2015,11:56:06
257,1/5/2015,11:59:04
258,1/5/2015,11:59:23
259,1/5/2015,12:04:25
260,1/5/2015,12:06:27
261,1/5/2015,12:38:29
262,1/5/2015,12:42:01
263,1/5/2015,12:57:22
264,1/5/2015,13:03:59
265,1/5/2015,13:04:42
266,1/5/2015,13:09:29
267,1/5/2015,13:37:50
268,1/5/2015,13:40:46
269,1/5/2015,13:49:34
270,1/5/2015,14:09:02
271,1/5/2015,14:22:19
272,1/5/2015,14:24:05
273,1/5/2015,14:28:00
274,1/5/2015,14:36:33
275,1/5/2015,14:38:14
276,1/5/2015,15:18:18
277,1/5/2015,15:41:50
278,1/5/2015,15:49:21
279,1/5/2015,16:07:03
280,1/5/2015,16:20:23
281,1/5/2015,16:33:48
282,1/5/2015,16:49:38
283,1/5/2015,16:51:43
284,1/5/2015,16:58:16
285,1/5/2015,16:58:38
286,1/5/2015,17:01:23
287,1/5/2015,17:30:09
288,1/5/2015,17:32:44
289,1/5/2015,17:36:23
290,1/5/2015,17:41:16
291,1/5/2015,17:44:39
292,1/5/2015,17:48:59
293,1/5/2015,17:58:38
294,1/5/2015,18:16:35
295,1/5/2015,18:20:12
296,1/5/2015,18:46:54
297,1/5/2015,19:02:18
298,1/5/2015,19:10:36
299,1/5/2015,19:34:31
300,1/5/2015,19:42:54
301,1/5/2015,19:45:58
302,1/5/2015,19:57:37
303,1/5/2015,20:02:51
304,1/5/2015,20:07:58
305,1/5/2015,20:35:40
306,1/5/2015,20:37:40
307,1/5/2015,21:45:38
308,1/5/2015,21:59:46
309,1/6/2015,11:39:06
310,1/6/2015,11:40:48
311,1/6/2015,11:57:27
312,1/6/2015,12:05:21
313,1/6/2015,12:09:09
314,1/6/2015,12:11:58
315,1/6/2015,12:17:40
316,1/6/2015,12:29:34
317,1/6/2015,12:31:00
318,1/6/2015,12:45:14
319,1/6/2015,12:46:22
320,1/6/2015,12:46:40
321,1/6/2015,12:56:21
322,1/6/2015,13:02:13
323,1/6/2015,13:05:33
324,1/6/2015,13:06:44
325,1/6/2015,13:07:32
326,1/6/2015,13:10:13
327,1/6/2015,13:10:54
328,1/6/2015,13:16:35
329,1/6/2015,13:22:44
330,1/6/2015,13:27:11
331,1/6/2015,13:43:30
332,1/6/2015,14:12:01
333,1/6/2015,14:16:36
334,1/6/2015,14:24:18
335,1/6/2015,14:24:47
336,1/6/2015,14:51:41
337,1/6/2015,15:03:12
338,1/6/2015,15:18:26
339,1/6/2015,15:25:13
340,1/6/2015,15:35:32
341,1/6/2015,15:35:47
342,1/6/2015,15:44:12
343,1/6/2015,15:45:37
344,1/6/2015,16:01:11
345,1/6/2015,16:01:47
346,1/6/2015,16:30:00
347,1/6/2015,16:37:17
348,1/6/2015,16:49:12
349,1/6/2015,17:25:58
350,1/6/2015,17:37:05
351,1/6/2015,17:37:29
352,1/6/2015,17:45:48
353,1/6/2015,17:59:48
354,1/6/2015,18:01:44
355,1/6/2015,18:14:45
356,1/6/2015,18:16:05
357,1/6/2015,18:27:58
358,1/6/2015,18:30:12
359,1/6/2015,18:33:08
360,1/6/2015,18:50:38
361,1/6/2015,19:12:38
362,1/6/2015,19:13:36
363,1/6/2015,19:20:31
364,1/6/2015,19:27:24
365,1/6/2015,19:37:26
366,1/6/2015,20:04:20
367,1/6/2015,20:05:12
368,1/6/2015,20:28:16
369,1/6/2015,20:30:06
370,1/6/2015,21:02:30
371,1/6/2015,21:15:20
372,1/6/2015,22:26:59
373,1/7/2015,11:45:18
374,1/7/2015,11:55:59
375,1/7/2015,11:58:36
376,1/7/2015,12:01:17
377,1/7/2015,12:03:18
378,1/7/2015,12:19:37
379,1/7/2015,12:25:37
380,1/7/2015,12:32:10
381,1/7/2015,12:33:06
382,1/7/2015,12:33:07
383,1/7/2015,12:43:59
384,1/7/2015,12:51:46
385,1/7/2015,12:54:19
386,1/7/2015,12:58:16
387,1/7/2015,13:03:14
388,1/7/2015,13:04:56
389,1/7/2015,13:10:17
390,1/7/2015,13:15:32
391,1/7/2015,13:25:31
392,1/7/2015,13:36:47
393,1/7/2015,13:48:31
394,1/7/2015,14:02:18
395,1/7/2015,14:11:08
396,1/7/2015,14:12:21
397,1/7/2015,14:31:10
398,1/7/2015,14:56:26
399,1/7/2015,15:47:49
400,1/7/2015,16:03:07
401,1/7/2015,16:08:35
402,1/7/2015,16:24:46
403,1/7/2015,16:26:10
404,1/7/2015,16:39:27
405,1/7/2015,16:44:16
406,1/7/2015,16:50:49
407,1/7/2015,16:56:42
408,1/7/2015,17:09:09
409,1/7/2015,17:15:04
410,1/7/2015,17:33:49
411,1/7/2015,17:58:09
412,1/7/2015,18:07:46
413,1/7/2015,18:11:32
414,1/7/2015,18:13:22
415,1/7/2015,18:16:23
416,1/7/2015,18:17:42
417,1/7/2015,18:24:40
418,1/7/2015,18:40:11
419,1/7/2015,19:02:31
420,1/7/2015,19:04:40
421,1/7/2015,19:21:58
422,1/7/2015,19:30:25
423,1/7/2015,19:45:07
424,1/7/2015,20:01:28
425,1/7/2015,20:21:19
426,1/7/2015,20:25:45
427,1/7/2015,21:49:00
428,1/7/2015,22:05:00
429,1/7/2015,22:16:53
430,1/7/2015,22:46:13
431,1/8/2015,11:17:13
432,1/8/2015,11:39:07
433,1/8/2015,11:49:50
434,1/8/2015,11:54:14
435,1/8/2015,12:06:09
436,1/8/2015,12:07:21
437,1/8/2015,12:07:54
438,1/8/2015,12:08:38
439,1/8/2015,12:13:08
440,1/8/2015,12:16:34
441,1/8/2015,12:16:58
442,1/8/2015,12:28:49
443,1/8/2015,12:34:20
444,1/8/2015,12:40:05
445,1/8/2015,12:57:39
446,1/8/2015,12:58:01
447,1/8/2015,13:02:00
448,1/8/2015,13:03:34
449,1/8/2015,13:04:15
450,1/8/2015,13:07:53
451,1/8/2015,13:19:06
452,1/8/2015,13:24:11
453,1/8/2015,13:27:14
454,1/8/2015,13:31:40
455,1/8/2015,13:39:14
456,1/8/2015,13:47:53
457,1/8/2015,13:59:04
458,1/8/2015,14:00:05
459,1/8/2015,14:14:02
460,1/8/2015,14:19:58
461,1/8/2015,14:21:19
462,1/8/2015,14:38:41
463,1/8/2015,14:40:28
464,1/8/2015,14:49:01
465,1/8/2015,14:55:23
466,1/8/2015,15:30:10
467,1/8/2015,15:33:13
468,1/8/2015,15:36:12
469,1/8/2015,15:37:18
470,1/8/2015,15:49:13
471,1/8/2015,16:20:26
472,1/8/2015,16:29:50
473,1/8/2015,16:41:27
474,1/8/2015,16:47:48
475,1/8/2015,17:15:17
476,1/8/2015,17:27:56
477,1/8/2015,17:30:04
478,1/8/2015,17:35:56
479,1/8/2015,17:37:03
480,1/8/2015,17:41:31
481,1/8/2015,17:41:37
482,1/8/2015,17:52:42
483,1/8/2015,17:54:05
484,1/8/2015,18:02:54
485,1/8/2015,18:07:31
486,1/8/2015,18:15:08
487,1/8/2015,18:30:16
488,1/8/2015,18:46:02
489,1/8/2015,18:48:43
490,1/8/2015,18:49:24
491,1/8/2015,19:01:12
492,1/8/2015,19:06:21
493,1/8/2015,19:31:47
494,1/8/2015,19:38:40
495,1/8/2015,19:42:52
496,1/8/2015,19:46:18
497,1/8/2015,19:49:26
498,1/8/2015,20:02:25
499,1/8/2015,21:10:46
500,1/8/2015,21:46:49
501,1/8/2015,21:51:31
502,1/8/2015,22:26:08
503,1/9/2015,11:16:21
504,1/9/2015,11:48:18
505,1/9/2015,11:55:10
506,1/9/2015,12:02:09
507,1/9/2015,12:06:03
508,1/9/2015,12:13:32
509,1/9/2015,12:13:58
510,1/9/2015,12:15:03
511,1/9/2015,12:18:21
512,1/9/2015,12:19:24
513,1/9/2015,12:22:48
514,1/9/2015,12:26:47
515,1/9/2015,13:07:37
516,1/9/2015,13:09:09
517,1/9/2015,13:09:11
518,1/9/2015,13:11:25
519,1/9/2015,13:15:20
520,1/9/2015,13:22:33
521,1/9/2015,13:43:07
522,1/9/2015,14:09:33
523,1/9/2015,14:42:14
524,1/9/2015,14:51:35
525,1/9/2015,15:08:46
526,1/9/2015,15:10:13
527,1/9/2015,15:23:37
528,1/9/2015,15:27:21
529,1/9/2015,15:31:01
530,1/9/2015,15:43:01
531,1/9/2015,15:58:10
532,1/9/2015,16:14:28
533,1/9/2015,16:28:43
534,1/9/2015,16:43:32
535,1/9/2015,17:08:47
536,1/9/2015,17:18:50
537,1/9/2015,17:23:52
538,1/9/2015,17:44:04
539,1/9/2015,17:51:34
540,1/9/2015,17:52:41
541,1/9/2015,18:07:47
542,1/9/2015,18:08:06
543,1/9/2015,18:23:59
544,1/9/2015,18:31:04
545,1/9/2015,18:46:28
546,1/9/2015,18:47:27
547,1/9/2015,18:49:23
548,1/9/2015,19:06:09
549,1/9/2015,19:06:34
550,1/9/2015,19:12:59
551,1/9/2015,19:26:24
552,1/9/2015,19:31:25
553,1/9/2015,20:14:47
554,1/9/2015,20:15:51
555,1/9/2015,20:18:25
556,1/9/2015,20:23:12
557,1/9/2015,20:30:06
558,1/9/2015,20:51:10
559,1/9/2015,21:10:16
560,1/9/2015,21:13:48
561,1/9/2015,21:47:56
562,1/9/2015,22:04:05
563,1/9/2015,22:19:03
564,1/9/2015,22:32:32
565,1/10/2015,12:11:19
566,1/10/2015,12:21:19
567,1/10/2015,12:27:47
568,1/10/2015,12:28:53
569,1/10/2015,12:37:10
570,1/10/2015,13:13:59
571,1/10/2015,13:14:47
572,1/10/2015,13:15:32
573,1/10/2015,13:39:33
574,1/10/2015,13:40:54
575,1/10/2015,13:41:04
576,1/10/2015,13:44:22
577,1/10/2015,13:45:00
578,1/10/2015,13:48:49
579,1/10/2015,13:51:19
580,1/10/2015,13:56:01
581,1/10/2015,14:13:01
582,1/10/2015,14:24:14
583,1/10/2015,14:33:19
584,1/10/2015,15:05:29
585,1/10/2015,15:58:42
586,1/10/2015,16:09:57
587,1/10/2015,16:32:36
588,1/10/2015,16:33:36
589,1/10/2015,17:12:39
590,1/10/2015,17:23:39
591,1/10/2015,17:32:54
592,1/10/2015,17:41:55
593,1/10/2015,17:48:57
594,1/10/2015,17:50:19
595,1/10/2015,18:12:28
596,1/10/2015,18:24:07
597,1/10/2015,18:32:36
598,1/10/2015,18:34:14
599,1/10/2015,18:34:27
600,1/10/2015,18:53:52
601,1/10/2015,18:58:19
602,1/10/2015,19:02:27
603,1/10/2015,19:03:11
604,1/10/2015,19:13:29
605,1/10/2015,19:23:51
606,1/10/2015,19:27:18
607,1/10/2015,19:36:16
608,1/10/2015,19:36:33
609,1/10/2015,19:39:32
610,1/10/2015,19:51:02
611,1/10/2015,19:58:10
612,1/10/2015,19:58:15
613,1/10/2015,20:10:44
614,1/10/2015,20:12:33
615,1/10/2015,20:14:03
616,1/10/2015,20:20:10
617,1/10/2015,20:27:26
618,1/10/2015,20:31:14
619,1/10/2015,20:41:58
620,1/10/2015,20:45:45
621,1/10/2015,20:49:29
622,1/10/2015,20:57:41
623,1/10/2015,21:21:21
624,1/10/2015,21:22:44
625,1/10/2015,21:50:23
626,1/10/2015,21:55:12
627,1/10/2015,22:18:35
628,1/10/2015,22:47:17
629,1/10/2015,22:48:39
630,1/11/2015,11:42:08
631,1/11/2015,11:44:36
632,1/11/2015,11:44:52
633,1/11/2015,11:51:45
634,1/11/2015,12:14:15
635,1/11/2015,12:18:31
636,1/11/2015,12:34:44
637,1/11/2015,12:44:10
638,1/11/2015,12:49:26
639,1/11/2015,13:23:21
640,1/11/2015,13:28:08
641,1/11/2015,13:37:46
642,1/11/2015,13:40:00
643,1/11/2015,13:43:19
644,1/11/2015,13:52:52
645,1/11/2015,14:03:45
646,1/11/2015,14:07:26
647,1/11/2015,14:07:35
648,1/11/2015,14:17:17
649,1/11/2015,14:29:23
650,1/11/2015,14:34:05
651,1/11/2015,14:49:35
652,1/11/2015,16:03:38
653,1/11/2015,16:18:23
654,1/11/2015,16:34:07
655,1/11/2015,16:43:33
656,1/11/2015,16:44:49
657,1/11/2015,16:45:47
658,1/11/2015,16:55:24
659,1/11/2015,16:56:39
660,1/11/2015,17:09:36
661,1/11/2015,17:18:14
662,1/11/2015,17:21:49
663,1/11/2015,17:29:14
664,1/11/2015,17:35:14
665,1/11/2015,17:42:23
666,1/11/2015,17:42:25
667,1/11/2015,18:13:08
668,1/11/2015,18:13:12
669,1/11/2015,18:40:44
670,1/11/2015,18:46:25
671,1/11/2015,19:18:42
672,1/11/2015,19:18:46
673,1/11/2015,19:28:13
674,1/11/2015,19:33:05
675,1/11/2015,19:33:19
676,1/11/2015,19:44:57
677,1/11/2015,19:51:09
678,1/11/2015,19:52:49
679,1/11/2015,20:31:02
680,1/11/2015,21:07:30
681,1/11/2015,21:29:50
682,1/12/2015,11:38:15
683,1/12/2015,11:39:08
684,1/12/2015,12:01:23
685,1/12/2015,12:11:46
686,1/12/2015,12:13:07
687,1/12/2015,12:21:09
688,1/12/2015,12:26:41
689,1/12/2015,12:33:22
690,1/12/2015,12:42:10
691,1/12/2015,12:45:53
692,1/12/2015,12:53:37
693,1/12/2015,13:04:24
694,1/12/2015,13:30:47
695,1/12/2015,13:33:06
696,1/12/2015,13:49:40
697,1/12/2015,13:58:56
698,1/12/2015,14:08:16
699,1/12/2015,14:27:03
700,1/12/2015,14:31:13
701,1/12/2015,14:33:39
702,1/12/2015,14:38:35
703,1/12/2015,15:08:01
704,1/12/2015,15:28:25
705,1/12/2015,15:31:00
706,1/12/2015,15:39:04
707,1/12/2015,15:41:32
708,1/12/2015,15:52:44
709,1/12/2015,15:53:56
710,1/12/2015,15:59:52
711,1/12/2015,16:21:10
712,1/12/2015,16:22:18
713,1/12/2015,16:31:56
714,1/12/2015,16:55:08
715,1/12/2015,17:05:33
716,1/12/2015,17:06:05
717,1/12/2015,17:24:44
718,1/12/2015,17:46:30
719,1/12/2015,17:52:27
720,1/12/2015,17:53:59
721,1/12/2015,18:17:15
722,1/12/2015,18:20:58
723,1/12/2015,18:21:04
724,1/12/2015,18:24:47
725,1/12/2015,18:33:14
726,1/12/2015,18:34:25
727,1/12/2015,18:44:57
728,1/12/2015,18:53:17
729,1/12/2015,19:20:41
730,1/12/2015,19:22:00
731,1/12/2015,19:27:47
732,1/12/2015,19:30:17
733,1/12/2015,19:57:36
734,1/12/2015,20:00:30
735,1/12/2015,20:35:34
736,1/12/2015,21:35:14
737,1/13/2015,11:31:34
738,1/13/2015,12:16:47
739,1/13/2015,12:19:38
740,1/13/2015,12:29:51
741,1/13/2015,12:49:09
742,1/13/2015,12:53:01
743,1/13/2015,13:08:32
744,1/13/2015,13:34:48
745,1/13/2015,13:36:53
746,1/13/2015,13:41:13
747,1/13/2015,14:15:02
748,1/13/2015,14:27:31
749,1/13/2015,14:29:23
750,1/13/2015,14:48:09
751,1/13/2015,15:07:35
752,1/13/2015,15:19:25
753,1/13/2015,15:22:11
754,1/13/2015,15:47:56
755,1/13/2015,15:50:49
756,1/13/2015,15:55:11
757,1/13/2015,16:10:34
758,1/13/2015,16:14:43
759,1/13/2015,16:14:56
760,1/13/2015,16:27:40
761,1/13/2015,16:30:20
762,1/13/2015,16:36:36
763,1/13/2015,16:38:57
764,1/13/2015,16:39:39
765,1/13/2015,17:11:41
766,1/13/2015,17:21:45
767,1/13/2015,17:21:48
768,1/13/2015,17:23:34
769,1/13/2015,17:43:17
770,1/13/2015,17:44:13
771,1/13/2015,17:59:32
772,1/13/2015,18:07:59
773,1/13/2015,18:18:15
774,1/13/2015,18:31:07
775,1/13/2015,18:42:12
776,1/13/2015,18:50:43
777,1/13/2015,19:10:20
778,1/13/2015,19:18:08
779,1/13/2015,19:19:58
780,1/13/2015,20:12:49
781,1/13/2015,20:31:17
782,1/13/2015,20:36:27
783,1/13/2015,21:17:08
784,1/13/2015,21:39:41
785,1/14/2015,11:28:44
786,1/14/2015,11:35:30
787,1/14/2015,11:45:30
788,1/14/2015,11:46:19
789,1/14/2015,11:51:37
790,1/14/2015,12:07:30
791,1/14/2015,12:23:54
792,1/14/2015,12:37:48
793,1/14/2015,12:38:27
794,1/14/2015,12:39:16
795,1/14/2015,12:42:17
796,1/14/2015,12:43:09
797,1/14/2015,12:50:01
798,1/14/2015,12:50:30
799,1/14/2015,12:51:29
800,1/14/2015,12:54:35
801,1/14/2015,13:10:53
802,1/14/2015,13:23:47
803,1/14/2015,13:37:51
804,1/14/2015,13:42:01
805,1/14/2015,14:07:52
806,1/14/2015,14:12:22
807,1/14/2015,14:15:29
808,1/14/2015,14:15:32
809,1/14/2015,14:26:17
810,1/14/2015,14:48:30
811,1/14/2015,14:48:56
812,1/14/2015,15:37:45
813,1/14/2015,16:09:29
814,1/14/2015,16:21:23
815,1/14/2015,16:38:00
816,1/14/2015,17:04:08
817,1/14/2015,17:10:38
818,1/14/2015,17:15:50
819,1/14/2015,17:21:39
820,1/14/2015,17:24:09
821,1/14/2015,17:37:26
822,1/14/2015,17:38:53
823,1/14/2015,17:42:17
824,1/14/2015,17:53:41
825,1/14/2015,18:06:06
826,1/14/2015,18:06:14
827,1/14/2015,18:09:48
828,1/14/2015,18:23:55
829,1/14/2015,18:27:42
830,1/14/2015,18:38:17
831,1/14/2015,18:38:20
832,1/14/2015,18:47:06
833,1/14/2015,19:07:45
834,1/14/2015,19:25:16
835,1/14/2015,19:56:01
836,1/14/2015,20:08:08
837,1/14/2015,20:12:27
838,1/14/2015,20:33:57
839,1/14/2015,20:40:40
840,1/14/2015,20:46:12
841,1/14/2015,20:57:40
842,1/14/2015,21:09:39
843,1/14/2015,21:32:21
844,1/14/2015,21:36:58
845,1/14/2015,21:42:56
846,1/14/2015,22:16:24
847,1/15/2015,11:37:03
848,1/15/2015,11:56:46
849,1/15/2015,12:08:30
850,1/15/2015,12:15:35
851,1/15/2015,12:20:22
852,1/15/2015,12:33:51
853,1/15/2015,12:36:39
854,1/15/2015,12:51:19
855,1/15/2015,12:56:54
856,1/15/2015,12:59:20
857,1/15/2015,13:01:53
858,1/15/2015,13:03:42
859,1/15/2015,13:05:13
860,1/15/2015,13:07:53
861,1/15/2015,13:08:44
862,1/15/2015,13:10:45
863,1/15/2015,13:12:29
864,1/15/2015,14:04:23
865,1/15/2015,14:10:00
866,1/15/2015,14:18:09
867,1/15/2015,14:19:28
868,1/15/2015,14:27:25
869,1/15/2015,14:31:43
870,1/15/2015,14:38:31
871,1/15/2015,14:45:22
872,1/15/2015,14:48:37
873,1/15/2015,15:06:15
874,1/15/2015,15:20:36
875,1/15/2015,15:23:21
876,1/15/2015,15:27:03
877,1/15/2015,15:32:59
878,1/15/2015,16:05:58
879,1/15/2015,16:12:57
880,1/15/2015,16:19:26
881,1/15/2015,16:40:04
882,1/15/2015,16:44:46
883,1/15/2015,16:56:05
884,1/15/2015,16:57:15
885,1/15/2015,16:57:55
886,1/15/2015,17:05:35
887,1/15/2015,17:13:58
888,1/15/2015,17:14:27
889,1/15/2015,17:27:51
890,1/15/2015,17:32:25
891,1/15/2015,17:43:34
892,1/15/2015,18:04:29
893,1/15/2015,18:15:22
894,1/15/2015,18:17:26
895,1/15/2015,18:18:11
896,1/15/2015,18:27:28
897,1/15/2015,18:53:07
898,1/15/2015,18:56:49
899,1/15/2015,19:06:14
900,1/15/2015,19:09:51
901,1/15/2015,19:16:11
902,1/15/2015,19:21:00
903,1/15/2015,19:27:22
904,1/15/2015,20:07:01
905,1/15/2015,20:12:06
906,1/15/2015,20:51:59
907,1/15/2015,20:54:32
908,1/15/2015,21:42:32
909,1/16/2015,11:19:25
910,1/16/2015,11:25:40
911,1/16/2015,11:36:00
912,1/16/2015,11:39:48
913,1/16/2015,11:55:24
914,1/16/2015,12:14:22
915,1/16/2015,12:20:22
916,1/16/2015,12:30:09
917,1/16/2015,12:34:15
918,1/16/2015,13:06:04
919,1/16/2015,13:11:15
920,1/16/2015,13:16:55
921,1/16/2015,13:18:32
922,1/16/2015,13:19:43
923,1/16/2015,13:23:29
924,1/16/2015,13:27:57
925,1/16/2015,13:42:47
926,1/16/2015,13:51:38
927,1/16/2015,13:59:21
928,1/16/2015,14:14:40
929,1/16/2015,14:24:45
930,1/16/2015,15:00:11
931,1/16/2015,15:27:24
932,1/16/2015,15:33:19
